ImageNumber,ObjectNumber,Metadata_hour,Metadata_treatment,Texture_AngularSecondMoment_ED_10_00_256,Texture_AngularSecondMoment_ED_10_01_256,Texture_AngularSecondMoment_ED_10_02_256,Texture_AngularSecondMoment_ED_10_03_256,Texture_Contrast_ED_10_00_256,Texture_Contrast_ED_10_01_256,Texture_Contrast_ED_10_02_256,Texture_Contrast_ED_10_03_256,Texture_Correlation_ED_10_00_256,Texture_Correlation_ED_10_01_256,Texture_Correlation_ED_10_02_256,Texture_Correlation_ED_10_03_256,Texture_DifferenceEntropy_ED_10_00_256,Texture_DifferenceEntropy_ED_10_01_256,Texture_DifferenceEntropy_ED_10_02_256,Texture_DifferenceEntropy_ED_10_03_256,Texture_DifferenceVariance_ED_10_00_256,Texture_DifferenceVariance_ED_10_01_256,Texture_DifferenceVariance_ED_10_02_256,Texture_DifferenceVariance_ED_10_03_256,Texture_Entropy_ED_10_00_256,Texture_Entropy_ED_10_01_256,Texture_Entropy_ED_10_02_256,Texture_Entropy_ED_10_03_256,Texture_InfoMeas1_ED_10_00_256,Texture_InfoMeas1_ED_10_01_256,Texture_InfoMeas1_ED_10_02_256,Texture_InfoMeas1_ED_10_03_256,Texture_InfoMeas2_ED_10_00_256,Texture_InfoMeas2_ED_10_01_256,Texture_InfoMeas2_ED_10_02_256,Texture_InfoMeas2_ED_10_03_256,Texture_InverseDifferenceMoment_ED_10_00_256,Texture_InverseDifferenceMoment_ED_10_01_256,Texture_InverseDifferenceMoment_ED_10_02_256,Texture_InverseDifferenceMoment_ED_10_03_256,Texture_SumAverage_ED_10_00_256,Texture_SumAverage_ED_10_01_256,Texture_SumAverage_ED_10_02_256,Texture_SumAverage_ED_10_03_256,Texture_SumEntropy_ED_10_00_256,Texture_SumEntropy_ED_10_01_256,Texture_SumEntropy_ED_10_02_256,Texture_SumEntropy_ED_10_03_256,Texture_SumVariance_ED_10_00_256,Texture_SumVariance_ED_10_01_256,Texture_SumVariance_ED_10_02_256,Texture_SumVariance_ED_10_03_256,Texture_Variance_ED_10_00_256,Texture_Variance_ED_10_01_256,Texture_Variance_ED_10_02_256,Texture_Variance_ED_10_03_256
29,1,4,A,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0.1875,0.1875,0.1875,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
29,2,4,A,0.068004577,0.050462272,0.10474139,0.074372354,1863.327692,2239.564833,1505.977352,1942.734422,0.599094881,0.519423662,0.676477473,0.582408086,5.346864948,5.598248562,4.987187482,5.330897249,0.000496585,0.000376494,0.000740573,0.000529394,9.380218293,9.686914218,8.883755797,9.301838953,-0.146841252,-0.122471171,-0.181939684,-0.148537679,0.879686077,0.846999969,0.911610621,0.880451523,0.305839574,0.267637954,0.368878694,0.314819521,98.01708123,101.917649,95.40440842,98.13255113,6.284289554,6.496116168,5.906608781,6.216183579,7432.276708,7080.764338,7803.898944,7361.729378,2323.9011,2330.082293,2327.469074,2326.11595
29,3,4,A,0.000584605,0.000295853,0.000299677,0.000298207,1299.70821,1653.718476,1596.674444,1657.73886,0.504781,0.329992556,0.357210068,0.328752373,5.863168789,6.038748973,6.007080369,6.04124643,9.27E-05,8.06E-05,8.26E-05,8.02E-05,12.13514875,12.26207457,12.24283639,12.25224702,-0.082657158,-0.065185627,-0.068853191,-0.065686274,0.805459321,0.749872195,0.763091701,0.751585261,0.081310522,0.060265736,0.06162961,0.059931547,183.3256886,185.57248,185.1833199,185.7318187,7.327446843,7.324343721,7.301089515,7.333578111,3949.315802,3282.699743,3371.276557,3281.537772,1312.256003,1234.104555,1241.98775,1234.819158
29,4,4,A,0.005006163,0.002776052,0.005802208,0.003200265,1374.657605,1635.779252,1421.6803,1581.014344,0.689258726,0.618783915,0.678529532,0.634412679,5.683059825,5.813558668,5.712471668,5.806940007,0.000143088,0.000122577,0.000141877,0.000123968,11.60856864,11.7760827,11.5926964,11.74134335,-0.092328845,-0.07602962,-0.092260023,-0.078514419,0.821534316,0.778284707,0.821056131,0.785447895,0.135087352,0.11270489,0.13782558,0.116267829,165.1892681,167.654669,165.2197743,167.1118259,7.144607296,7.237029823,7.116769165,7.207811285,7472.944704,6946.121233,7423.177573,7068.16058,2211.900577,2145.475121,2211.214468,2162.293731
29,5,4,A,0.356581487,0.305685041,0.351660257,0.310574664,1038.767232,1117.518499,1043.256772,1130.68208,0.442411152,0.419795276,0.43882881,0.401863954,3.204937793,3.454500866,3.225144491,3.43584532,0.002404579,0.002063332,0.002371611,0.002101171,5.064842292,5.429593331,5.086346249,5.393806903,-0.199156008,-0.166878328,-0.194725412,-0.166442949,0.820853414,0.792395305,0.816223274,0.79019597,0.637888514,0.595618654,0.633049525,0.601138932,28.93270094,30.09323594,28.95007367,29.69311114,3.619676118,3.89178911,3.648833593,3.874461319,2687.15819,2734.633863,2674.884111,2650.003226,931.4813554,963.0380904,929.5352207,945.1713263
29,6,4,A,0.004054128,0.002700856,0.004167217,0.001649603,1229.504664,1576.124506,1277.670478,1622.432413,0.720267229,0.631737891,0.710178547,0.619009663,5.691343907,5.912324681,5.772667418,5.966759841,0.000107084,8.82E-05,0.000101399,8.24E-05,11.8967538,12.06557516,11.9294442,12.15795873,-0.128037689,-0.105681397,-0.120895651,-0.100884695,0.896417281,0.860106977,0.885745749,0.85158628,0.125749779,0.107537982,0.123954944,0.095275782,179.5711519,181.7995643,179.4248694,182.0571035,7.471388684,7.536888858,7.444171983,7.567455685,7561.061128,6983.672809,7539.278459,6894.489175,2197.641448,2139.949329,2204.237234,2129.230397
29,7,4,A,0.06961884,0.045549231,0.071440699,0.051959351,1158.38881,1624.743188,1170.365687,1567.838801,0.861381831,0.803640725,0.859881218,0.810923258,5.204265693,5.598801444,5.176897905,5.520463203,0.000329483,0.000228931,0.000338901,0.000253643,10.30521604,10.83067027,10.2866751,10.71982032,-0.22885095,-0.191408641,-0.231360337,-0.200301482,0.96450355,0.948148104,0.965507162,0.952900292,0.309368677,0.259160497,0.313892154,0.272155425,150.7871127,156.0901031,150.8717449,154.517374,6.868828231,7.203371295,6.849581257,7.111068003,15554.98747,14923.93464,15534.9706,15016.31409,4178.34407,4137.169456,4176.334072,4146.038223
30,1,4,A,0.000253337,0.000254192,0.000253267,0.000251588,1713.166344,1941.404023,1792.571281,1888.144147,0.266096537,0.148353386,0.230997941,0.1791595,5.932928426,6.013754093,5.970006292,6.000686218,7.96E-05,7.58E-05,7.81E-05,7.57E-05,12.44069761,12.45915372,12.45514595,12.46062962,-0.054349406,-0.048935312,-0.051640538,-0.049467387,0.707772158,0.681711275,0.695177416,0.684460922,0.052955275,0.054427013,0.053364615,0.052590025,261.0873661,261.2599374,261.0422184,261.1210693,7.246602089,7.236906314,7.238221832,7.237599861,2955.47587,2617.773435,2869.500195,2712.369954,1167.160554,1139.794365,1165.517869,1150.128525
30,2,4,A,0.000217358,0.000213658,0.000214595,0.000215222,2289.282095,2669.090656,2335.810011,2582.80716,0.327449397,0.198579746,0.301322275,0.213045503,6.12929644,6.21970492,6.163486563,6.216351997,6.82E-05,6.27E-05,6.52E-05,6.35E-05,12.60907368,12.62373571,12.62056631,12.61586076,-0.064966065,-0.060286409,-0.061131426,-0.060664566,0.755749219,0.737387401,0.740808542,0.738800803,0.051882101,0.049180337,0.049790503,0.049283757,260.313498,260.7638578,260.8632588,261.1113586,7.422944544,7.42168221,7.394743438,7.395918206,4518.479535,3991.810765,4350.563197,3981.250025,1701.940407,1665.225355,1671.593302,1641.014296
30,3,4,A,0.000230892,0.000233062,0.000230223,0.000232616,1668.414299,1749.278327,1665.845739,1722.099518,0.132261627,0.076465611,0.12520022,0.081028912,6.060205159,6.08902559,6.074994,6.081798777,7.32E-05,7.19E-05,7.21E-05,7.25E-05,12.53143304,12.51635017,12.52121361,12.5173658,-0.044082083,-0.045201172,-0.044854815,-0.044555829,0.656933258,0.662909778,0.661079384,0.659331065,0.04800537,0.046186697,0.046334647,0.047852242,251.7592882,251.8453589,251.9885585,252.0049139,7.161748683,7.150319125,7.135790973,7.15192195,2177.017344,2038.947316,2142.67314,2025.786658,961.3579109,947.0564106,952.1297197,936.9715439
30,4,4,A,0.000161429,0.000154226,0.000158284,0.000154028,2412.685477,2863.23318,2491.893291,2904.312103,0.507783432,0.407878705,0.49453541,0.403525051,6.156220197,6.29773138,6.234022241,6.327289962,6.18E-05,5.50E-05,5.76E-05,5.36E-05,13.04061364,13.10275476,13.0708195,13.10581193,-0.074137601,-0.063779079,-0.069010665,-0.062722491,0.795987162,0.76039046,0.779182065,0.7563101,0.049097163,0.046944914,0.049017587,0.045762866,297.6289762,298.1970586,297.2949895,297.9866886,7.776131457,7.759481948,7.740860321,7.746802818,7390.663848,6807.870376,7367.920203,6833.941301,2450.837331,2417.775889,2464.953373,2434.563351
31,1,6,A,0.000207041,0.000208112,0.00020331,0.000195259,888.41414,948.1370469,903.9980153,984.9263589,0.340279138,0.292759256,0.343377686,0.296484081,5.943509876,5.991855986,5.960324335,6.016737214,7.07E-05,6.79E-05,6.93E-05,6.54E-05,12.52309631,12.49634999,12.54936299,12.57540939,-0.131610267,-0.133949348,-0.131323566,-0.131154048,0.910322734,0.913078186,0.910283062,0.910397758,0.039041997,0.040616048,0.044923082,0.038223082,247.7364564,248.6348364,247.1179473,246.1779661,7.394719778,7.37259377,7.414934351,7.398009036,1804.889016,1733.09153,1849.48141,1815.085219,673.3257889,670.3071443,688.3698564,700.0028944
31,2,6,A,0.00034474,0.000349671,0.000344203,0.000349938,584.5382182,582.2712686,595.39796,585.6345089,0.092409149,0.086180036,0.083790863,0.080453575,5.630228875,5.629404616,5.644980415,5.633423219,0.000118912,0.000118745,0.000117178,0.000118131,12.1050409,12.08732184,12.11279337,12.08270848,-0.036853655,-0.036711377,-0.037532781,-0.037467994,0.604341177,0.603051503,0.608941548,0.607925169,0.059559385,0.061192476,0.060304078,0.05987155,137.9759617,137.7859734,137.9300616,137.9299383,6.728642265,6.718418492,6.728320436,6.70800196,703.5713248,692.096312,704.3008438,688.1119663,322.0273857,318.5918951,324.9247009,318.4366188
31,3,6,A,0.000244872,0.00024561,0.000242657,0.000245125,757.3725526,756.7848134,759.8163228,762.9406617,0.050567052,0.046951579,0.054797123,0.040675749,5.835002241,5.834276119,5.840557577,5.840548811,9.81E-05,9.81E-05,9.66E-05,9.77E-05,12.47816241,12.47483111,12.49838318,12.47859432,-0.034742816,-0.034186319,-0.033382512,-0.033833936,0.597268709,0.593307039,0.588029551,0.590883178,0.048218557,0.048210381,0.050062728,0.049552014,129.2447034,129.1155454,129.0677394,129.1599217,6.882434698,6.878689744,6.890472231,6.876446589,838.0482807,831.3502621,847.9153954,827.638667,398.8552083,397.0337689,401.9329296,397.6448322
31,4,6,A,0.000294214,0.000309285,0.000299237,0.00030965,1109.592357,1142.668061,1137.956871,1088.153982,0.095973623,0.039191092,0.060968562,0.092245132,6.085859259,6.110957569,6.103625794,6.071824046,6.76E-05,6.66E-05,6.74E-05,7.14E-05,11.90741521,11.82800081,11.89853868,11.84576645,-0.206705896,-0.213169875,-0.205250505,-0.211608334,0.967343958,0.969805932,0.966551707,0.969220213,0.036207685,0.036802708,0.037857168,0.034312758,124.7817633,124.890516,125.2795052,125.0109232,7.176587896,7.119637528,7.14796353,7.162084801,1345.186365,1235.8862,1285.725287,1309.308196,613.6946805,594.6385654,605.9205394,599.3655445
31,5,6,A,0.000206966,0.000207461,0.00020454,0.000206823,907.7972158,978.6125585,972.8187594,1008.602513,0.197625955,0.155244217,0.152474646,0.118270257,5.963899788,6.015363905,6.013807301,6.037389144,7.44E-05,7.04E-05,7.00E-05,6.84E-05,12.54359122,12.54749595,12.56478162,12.54173702,-0.100711163,-0.104663909,-0.100382864,-0.102482615,0.857667227,0.865952747,0.857308199,0.861384086,0.040338982,0.039477283,0.041109158,0.038247223,179.1013921,178.805859,179.0038119,179.4999402,7.222187339,7.205612868,7.202558314,7.171824221,1354.980903,1338.299805,1322.850049,1279.179025,565.6945297,579.2280908,573.9172021,571.9453845
31,6,6,A,0.000535404,0.000555417,0.000571501,0.000579472,1061.004637,1036.441225,1000.078759,1020.19749,0.001053185,0.03607461,0.058393743,0.016729272,6.032339015,6.005382707,5.992201037,5.990714935,7.45E-05,8.17E-05,8.17E-05,8.16E-05,10.985325,10.92250447,10.90644359,10.88088554,-0.297541663,-0.307578952,-0.310138834,-0.309938713,0.989193188,0.990519196,0.990830322,0.990715084,0.046072812,0.030304859,0.043267368,0.034203143,85.625966,85.75082781,85.46937152,84.51380753,6.946498938,6.961671258,6.987772578,6.933365861,1063.241861,1114.018211,1124.118593,1054.912571,531.0616243,537.6148591,531.0493379,518.7775151
31,7,6,A,0.071428571,0.083333333,0.0625,0.055555556,421.4285714,313.8333333,863.5,1401.444444,-0.554501656,0.650665554,-0.800951574,-0.162744485,2.807354922,2.584962501,3,2.947702779,0.001366473,0.001611932,0.001182379,0.001293744,3.807354922,3.584962501,4,4.169925001,-0.961015901,-1,-0.919742114,-0.913117329,0.999563276,0.999615236,0.999449206,0.999546918,0.035815017,0.041464369,0.007170577,0.023742424,59.71428571,60.5,70.75,61.44444444,2.521640636,2.584962501,3,2.947702779,120.7755102,1482.916667,95.4375,1009.135802,135.5510204,449.1875,239.734375,602.6450617
31,8,6,A,0.000310287,0.000306844,0.00029809,0.000315498,1077.097074,1137.957212,1121.732376,1121.690853,0.064350012,0.03043505,0.023417027,0.028818499,6.061811391,6.100269469,6.096805658,6.093085867,7.20E-05,7.01E-05,6.93E-05,7.12E-05,11.85834686,11.85877299,11.8986762,11.83224733,-0.19189541,-0.193715764,-0.186326558,-0.195859762,0.958803551,0.959904641,0.955644805,0.960932637,0.04403999,0.032234561,0.036849745,0.035511521,96.90026596,96.66390614,97.3772846,96.26513067,7.115415925,7.101342899,7.084181232,7.091919398,1225.253351,1209.399118,1175.527369,1188.260173,575.5876064,586.8390825,574.3149363,577.4877566
32,1,6,A,0.000415226,0.000414085,0.000410589,0.000414148,523.796725,522.3777473,533.250835,533.6642765,0.155767872,0.158858018,0.146629218,0.134491979,5.515472409,5.524190883,5.536940799,5.536887987,0.000137523,0.000134802,0.000133704,0.000133377,11.97630301,11.97527645,11.98941207,11.97300588,-0.043795877,-0.043363752,-0.042863302,-0.042178832,0.644255857,0.641768437,0.63917117,0.63484585,0.071131875,0.069053737,0.067197839,0.066956299,138.5817429,138.3053746,138.5667054,138.3981997,6.736803018,6.73681571,6.737493957,6.719221437,717.0864576,719.6901997,716.5009638,699.5173085,310.2207956,310.5169867,312.4379497,308.2953962
32,2,6,A,0.000180074,0.000177365,0.000174536,0.000176051,1062.514076,1129.70815,1159.50584,1207.12141,0.328892738,0.281750231,0.265091585,0.237649225,6.077408785,6.116379726,6.139658898,6.166739591,6.59E-05,6.37E-05,6.20E-05,5.94E-05,12.71246485,12.71551431,12.73210183,12.71642696,-0.140142729,-0.138275246,-0.136217735,-0.139150253,0.923458905,0.92127702,0.918965594,0.922335237,0.040739278,0.036903991,0.040520529,0.035460145,168.4789882,168.7593196,168.6288306,168.3164629,7.511838528,7.493110051,7.483645605,7.474339628,2103.936761,2016.016913,1996.005287,1959.718447,791.6127092,786.4312659,788.8777818,791.7099642
32,3,6,A,0.000256155,0.000259269,0.000257095,0.000257075,725.5201825,746.7285882,753.2720932,773.6002554,0.165567875,0.116728384,0.122752511,0.087797577,5.800665093,5.820988645,5.826793429,5.845317286,8.88E-05,8.72E-05,8.70E-05,8.55E-05,12.33275608,12.31019141,12.3267139,12.3159852,-0.075858594,-0.073373278,-0.074067027,-0.073238367,0.788566211,0.780031002,0.782642522,0.779692096,0.047704698,0.049804001,0.048169847,0.046475419,160.6900667,160.6565976,160.6920632,160.6163109,7.011353265,6.965068623,6.974608139,6.945375038,1013.435356,944.0957856,964.0815676,922.5150706,434.7388846,422.7060935,429.3384152,424.0288315
32,4,6,A,0.000228363,0.000225949,0.000219689,0.000217953,640.399145,691.6552027,705.5377871,747.5063392,0.461302473,0.415856704,0.402834017,0.35683209,5.703272639,5.752959759,5.77307824,5.817610405,0.000103218,9.91E-05,9.61E-05,9.15E-05,12.56573004,12.57625912,12.60127925,12.60718368,-0.101306563,-0.098588018,-0.094845456,-0.089667462,0.859298067,0.853579737,0.845476934,0.832946354,0.056616707,0.052433537,0.049184425,0.048398435,152.1246016,151.7199968,151.7567505,151.7206762,7.394370887,7.368051515,7.359366498,7.324489115,1737.184241,1676.445936,1657.415923,1576.945262,594.3958466,592.0252846,590.7384275,581.1129003
33,1,6,A,0.000183281,0.000184231,0.0001843,0.00018474,1027.702403,1028.38832,1006.317731,1047.379193,0.131227094,0.131301485,0.149606122,0.119636313,6.051830481,6.053033725,6.040550921,6.070442238,7.13E-05,7.16E-05,7.19E-05,6.93E-05,12.73528324,12.72807135,12.73201608,12.72566024,-0.080919177,-0.082158517,-0.081540302,-0.083493584,0.811390445,0.814835761,0.813132172,0.81856293,0.039367567,0.039677184,0.041252924,0.039283607,138.3651967,138.0140162,138.1666813,137.9633127,7.214109858,7.215085778,7.226179264,7.209850789,1338.168805,1339.264673,1360.391994,1332.044693,591.4678021,591.9132483,591.6774313,594.8559714
33,2,6,A,0.000209068,0.000213196,0.000210521,0.000211852,853.5316669,847.1109383,847.311483,878.2649127,0.131815514,0.134789568,0.139705339,0.095419389,5.921577976,5.917622032,5.918023951,5.945482762,8.35E-05,8.33E-05,8.32E-05,8.09E-05,12.63521444,12.61506013,12.62800134,12.62108042,-0.056526234,-0.05860642,-0.058207325,-0.055982711,0.721451187,0.73013758,0.728672801,0.718748465,0.04291387,0.044061924,0.045845994,0.04507313,155.470885,155.5238323,155.2851,155.6821165,7.081328988,7.080710372,7.085787736,7.049807218,1112.713252,1111.0507,1122.505422,1063.551886,491.5612296,489.5404096,492.4542262,485.4541996
33,3,6,A,0.000292816,0.000297132,0.000290622,0.000299834,937.1706339,905.953666,959.9647905,895.4544986,0.024863194,0.047429038,0.012167611,0.062556295,5.978589608,5.952661355,5.98622949,5.947551194,8.16E-05,8.43E-05,8.09E-05,8.52E-05,11.9570401,11.94108152,11.96328686,11.91986976,-0.131492609,-0.131367148,-0.13327414,-0.135351449,0.902312079,0.901903144,0.90488311,0.907083933,0.041373507,0.043545605,0.037066228,0.043887095,79.03081934,79.00356415,79.52739896,78.78164475,6.964440745,6.972161232,6.962049144,6.978610651,984.9609645,996.1695392,983.6134943,1014.963149,480.5328996,475.5308013,485.8945712,477.6044118
33,4,6,A,0.000328371,0.000329252,0.000327192,0.000332843,530.2782575,555.2915256,560.3075097,559.2792011,0.171465857,0.123163689,0.119986767,0.096177331,5.577608918,5.609454023,5.61336442,5.613347675,0.000121764,0.00011845,0.000118313,0.000117885,12.0759496,12.07225768,12.08103832,12.04933864,-0.044078294,-0.041977256,-0.042136715,-0.04068624,0.647875138,0.635661447,0.636777841,0.627475503,0.056395655,0.057367369,0.055828189,0.055128688,140.3770563,140.0997311,140.1546027,140.2521929,6.783668398,6.75361118,6.754337183,6.723850785,749.7613454,711.2881517,713.0994992,678.3069325,320.0099007,316.6449193,318.3517522,309.3965334
34,1,6,A,0.000327104,0.000329305,0.000323817,0.000329089,588.1696896,587.8837704,585.9778258,588.4662136,0.074082358,0.065726645,0.082427181,0.061993921,5.639655129,5.642796182,5.638747976,5.644337908,0.000123064,0.000121753,0.000122296,0.000120877,12.13574095,12.12097246,12.14679876,12.12290423,-0.035334266,-0.035444653,-0.034806515,-0.034454537,0.594742077,0.595206465,0.59132933,0.588419316,0.060498458,0.060197025,0.058344614,0.056989909,107.1423365,107.1949932,107.050328,107.3326495,6.731712935,6.717801549,6.736875819,6.711139402,682.2882059,670.599665,691.2566648,666.2510574,317.6144739,314.6208589,319.3086226,313.6793177
34,2,6,A,0.001945276,0.002076033,0.001909835,0.001970663,813.2832765,886.92,774.8469055,984.6464286,0.082593808,0.025958148,0.098254572,-0.049232875,5.638480052,5.673069056,5.6768775,5.751420464,0.000129243,0.000123618,0.000121961,0.000112807,9.059074645,8.968742354,9.095971067,9.025711588,-0.535481823,-0.545986518,-0.534334634,-0.543561544,0.999336166,0.999405881,0.999341152,0.999406737,0.042714318,0.049917371,0.052768782,0.043807503,69.54266212,71.99636364,71.23127036,70.46785714,6.5463763,6.555040289,6.510637245,6.550801914,959.7225827,934.192714,943.7022143,892.241824,443.2514648,455.2781785,429.63728,469.2220631
34,3,6,A,0.0001676,0.000166959,0.000167444,0.000167292,1034.196675,1067.619595,1047.915119,1044.895438,0.166189908,0.137825582,0.159134585,0.1632663,6.059539116,6.082206549,6.068909538,6.067928783,6.90E-05,6.72E-05,6.81E-05,6.81E-05,12.85979902,12.86452496,12.86822263,12.8629267,-0.071442054,-0.070608442,-0.071096685,-0.072119511,0.783789845,0.781019348,0.78276486,0.786138548,0.037869075,0.039248356,0.036728843,0.037323602,132.8739795,132.9371031,132.7329979,132.8488311,7.273966757,7.257322448,7.276299484,7.279390826,1446.456139,1408.954919,1444.552998,1452.662477,620.1632035,619.1436285,623.1170291,624.3894788
34,4,6,A,0.000169433,0.000169555,0.000170413,0.000170231,939.6936837,961.4407112,937.4567689,964.4990062,0.310867912,0.291989878,0.307105725,0.287912799,5.99202387,6.009287277,5.989101104,6.00955867,7.37E-05,7.25E-05,7.42E-05,7.27E-05,12.89251483,12.88617951,12.88772447,12.88460102,-0.081464572,-0.081990425,-0.0814391,-0.081792219,0.815732985,0.817127287,0.815576321,0.816534201,0.040556144,0.043380582,0.040974798,0.040829237,159.6988144,159.9221616,159.7556321,160.0800681,7.398888028,7.388306557,7.391946186,7.387108348,1787.48649,1754.454672,1768.458989,1744.436093,681.7950435,678.9738458,676.4789395,677.2337749
34,5,6,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,6,A,0.00037621,0.000401714,0.000371757,0.00041011,1376.975138,1448.091672,1561.445378,1525.624313,0.16342331,0.095973915,0.045469555,0.021341963,6.206313735,6.253507709,6.295163532,6.287102712,5.84E-05,5.49E-05,5.31E-05,5.38E-05,11.48843538,11.39072579,11.49772655,11.35896297,-0.313905638,-0.32251725,-0.310597055,-0.323751025,0.993038349,0.993717724,0.992680397,0.993766203,0.03114712,0.033456636,0.031415062,0.032772181,128.8237569,126.7591372,128.2532213,125.5729994,7.396804019,7.332734144,7.310313481,7.240421571,1914.952916,1755.558522,1710.205907,1592.164036,822.9820136,800.9125484,817.9128213,779.4470871
35,1,6,A,0.000211887,0.000205399,0.000208775,0.00021204,903.4775722,1088.207767,962.0270014,1070.589815,0.389136529,0.3032126,0.374265719,0.305592475,5.955898189,6.08413421,5.999963955,6.07851227,6.81E-05,6.09E-05,6.62E-05,6.17E-05,12.53392765,12.5537087,12.54000792,12.51667929,-0.135579822,-0.140591684,-0.139075997,-0.142276212,0.915667647,0.92205821,0.920079213,0.923571228,0.040592041,0.035792953,0.039549306,0.038291273,264.7920937,263.3583911,263.8614654,264.3905663,7.384722343,7.368847167,7.395171564,7.355561202,2054.556802,2035.29236,2112.846887,2012.872781,739.5085935,780.8750318,768.7184721,770.8656491
35,2,6,A,0.000176903,0.000180058,0.000181429,0.000179064,1192.879679,1316.816315,1198.608283,1241.030747,0.429756913,0.347771891,0.408574442,0.385196774,6.149980382,6.220945611,6.147015609,6.182418599,5.84E-05,5.40E-05,5.87E-05,5.71E-05,12.67876158,12.65724287,12.64257768,12.65080645,-0.192581499,-0.19015454,-0.192219408,-0.191171233,0.965877478,0.96438141,0.965411907,0.964898585,0.03861996,0.034746739,0.033541316,0.036513877,187.0397504,186.8617782,188.144317,187.5417277,7.744751963,7.666774508,7.706970139,7.694035492,2990.878812,2721.084836,2854.677093,2796.133325,1045.939623,1009.475288,1013.321344,1009.291018
35,3,6,A,0.000192463,0.000193068,0.000192379,0.000192795,804.1835987,812.6724454,806.2221246,808.5895372,0.179818798,0.167545036,0.181373179,0.172899903,5.881759308,5.88913485,5.881610055,5.885801941,8.83E-05,8.78E-05,8.88E-05,8.77E-05,12.77497395,12.76781962,12.78551817,12.77016345,-0.036794539,-0.036754223,-0.035937165,-0.036793924,0.616855053,0.616451852,0.611287875,0.616760402,0.047242744,0.045315955,0.047427866,0.045615096,143.3719714,143.3056176,143.0328616,143.3051093,7.123542765,7.111504974,7.125747849,7.115835153,1156.806476,1139.799413,1163.471769,1146.65032,490.2475187,488.1179647,492.4234733,488.8099642
35,4,6,A,0.000211402,0.000208407,0.000209284,0.000214358,1076.498271,1071.653538,1114.294636,1145.356917,0.096267649,0.102629704,0.075080763,0.044693944,6.077870602,6.076733055,6.105390064,6.124684576,6.78E-05,6.77E-05,6.54E-05,6.44E-05,12.46533705,12.48139525,12.48395938,12.4415557,-0.12100912,-0.119260541,-0.120694497,-0.126107268,0.893993059,0.891418643,0.893762528,0.901448237,0.03523979,0.036372031,0.038640755,0.036352971,129.9858535,129.8639129,130.3390062,130.1029729,7.189380607,7.201939711,7.184757257,7.163980179,1305.840416,1316.77751,1295.20144,1252.527845,595.5846718,597.107762,602.374019,599.4711907
35,5,6,A,0.000242122,0.000241895,0.000237616,0.000239245,815.0381853,918.8914837,955.7540764,975.7524308,0.211954745,0.11956464,0.087284156,0.057529833,5.878515043,5.95875518,5.984277409,6.005169011,8.22E-05,7.65E-05,7.52E-05,7.17E-05,12.37122347,12.36110748,12.39599589,12.38334013,-0.106173531,-0.108482553,-0.104418156,-0.104339971,0.866146678,0.870500424,0.863011978,0.862645932,0.051820919,0.045570491,0.046925778,0.039834069,165.650826,164.7790329,165.8884157,165.276739,7.162060242,7.106960939,7.089826769,7.056670939,1253.467855,1168.465579,1138.553988,1094.875298,517.12651,521.8392657,523.5770162,517.6569322
35,6,6,A,0.000200303,0.000203417,0.000200743,0.000197283,872.7216011,929.6920543,898.5128181,935.5959798,0.249561143,0.20993031,0.22689221,0.202019253,5.932558091,5.979503968,5.956046981,5.984658405,8.25E-05,7.82E-05,7.98E-05,7.78E-05,12.63406177,12.61304315,12.61796811,12.64433657,-0.09024279,-0.094629539,-0.092464783,-0.08988537,0.834862688,0.845168036,0.840079992,0.834137852,0.039982123,0.043496744,0.04285842,0.039959017,153.9400545,154.1001198,154.5435815,153.5561589,7.262132013,7.236255065,7.242331732,7.240441627,1453.175022,1423.751106,1425.905146,1409.312675,581.4741557,588.3607901,581.104491,586.2271636
35,7,6,A,0.000209736,0.00020961,0.000209565,0.000209204,790.055033,804.2690871,804.997195,794.0303213,0.146298541,0.126954889,0.126740448,0.14444875,5.87052109,5.881740991,5.880273579,5.87115175,9.18E-05,9.11E-05,9.10E-05,9.21E-05,12.61545652,12.60644421,12.61098961,12.61208811,-0.046667835,-0.047064273,-0.046615619,-0.047654697,0.672847574,0.674796117,0.67247976,0.678037653,0.049002317,0.045732665,0.043837789,0.044904585,113.0716834,113.1569263,113.2425289,113.0019191,7.061208238,7.043805422,7.046410807,7.062286164,1060.83798,1038.176572,1038.663588,1062.153796,462.7232532,460.6114147,460.9151957,464.0460293
