ImageNumber,ObjectNumber,Metadata_hour,Metadata_treatment,Texture_AngularSecondMoment_ED_10_00_256,Texture_AngularSecondMoment_ED_10_01_256,Texture_AngularSecondMoment_ED_10_02_256,Texture_AngularSecondMoment_ED_10_03_256,Texture_Contrast_ED_10_00_256,Texture_Contrast_ED_10_01_256,Texture_Contrast_ED_10_02_256,Texture_Contrast_ED_10_03_256,Texture_Correlation_ED_10_00_256,Texture_Correlation_ED_10_01_256,Texture_Correlation_ED_10_02_256,Texture_Correlation_ED_10_03_256,Texture_DifferenceEntropy_ED_10_00_256,Texture_DifferenceEntropy_ED_10_01_256,Texture_DifferenceEntropy_ED_10_02_256,Texture_DifferenceEntropy_ED_10_03_256,Texture_DifferenceVariance_ED_10_00_256,Texture_DifferenceVariance_ED_10_01_256,Texture_DifferenceVariance_ED_10_02_256,Texture_DifferenceVariance_ED_10_03_256,Texture_Entropy_ED_10_00_256,Texture_Entropy_ED_10_01_256,Texture_Entropy_ED_10_02_256,Texture_Entropy_ED_10_03_256,Texture_InfoMeas1_ED_10_00_256,Texture_InfoMeas1_ED_10_01_256,Texture_InfoMeas1_ED_10_02_256,Texture_InfoMeas1_ED_10_03_256,Texture_InfoMeas2_ED_10_00_256,Texture_InfoMeas2_ED_10_01_256,Texture_InfoMeas2_ED_10_02_256,Texture_InfoMeas2_ED_10_03_256,Texture_InverseDifferenceMoment_ED_10_00_256,Texture_InverseDifferenceMoment_ED_10_01_256,Texture_InverseDifferenceMoment_ED_10_02_256,Texture_InverseDifferenceMoment_ED_10_03_256,Texture_SumAverage_ED_10_00_256,Texture_SumAverage_ED_10_01_256,Texture_SumAverage_ED_10_02_256,Texture_SumAverage_ED_10_03_256,Texture_SumEntropy_ED_10_00_256,Texture_SumEntropy_ED_10_01_256,Texture_SumEntropy_ED_10_02_256,Texture_SumEntropy_ED_10_03_256,Texture_SumVariance_ED_10_00_256,Texture_SumVariance_ED_10_01_256,Texture_SumVariance_ED_10_02_256,Texture_SumVariance_ED_10_03_256,Texture_Variance_ED_10_00_256,Texture_Variance_ED_10_01_256,Texture_Variance_ED_10_02_256,Texture_Variance_ED_10_03_256
60,1,2,A199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2,2,A199,0.005429363,0.007042254,0.00656946,0.00608437,896.3684211,836.1126761,855.6075949,916.2674419,0.036283837,-0.002263797,-0.050575133,-0.075024983,5.381087682,5.202082155,5.172336723,5.156979691,0.000166226,0.000191758,0.000201654,0.000206559,7.538276661,7.14974712,7.265806065,7.379753127,-0.74126069,-0.771752663,-0.769329694,-0.737310517,0.999930318,0.999937354,0.999943274,0.99990962,0.045431863,0.021342534,0.036390186,0.027503486,78.57894737,72.78873239,75.6835443,68.1744186,5.860549524,5.508764373,5.569108596,5.776563557,963.8648199,832.3356477,773.2289697,788.3765549,465.0583102,417.1120809,407.2091412,426.1609992
60,3,2,A199,0.000298,0.000309306,0.000290011,0.00031534,1003.428619,1056.365253,1022.956844,1027.997253,0.094540171,0.043091718,0.089161899,0.063399518,6.019534729,6.052264007,6.026760287,6.036543785,7.75E-05,7.48E-05,7.75E-05,7.75E-05,11.89256617,11.86221233,11.93360476,11.82503018,-0.185582685,-0.189266932,-0.182402285,-0.193222748,0.955096356,0.957204111,0.953331903,0.959311466,0.038988501,0.039644646,0.034678089,0.038781664,103.3157371,103.5164159,103.6003221,103.3695055,7.109146059,7.080773181,7.128432329,7.078375826,1212.967043,1151.506228,1223.23124,1167.169784,554.0989155,551.9678704,561.5470209,548.7917593
60,4,2,A199,0.001558429,0.001681337,0.001593745,0.001583697,1266.102564,1312.311728,1250.750742,1252.855457,0.102596853,0.184285629,0.191438106,0.217726581,5.988837474,6.005756864,5.955578073,5.947164682,7.89E-05,7.80E-05,8.15E-05,8.14E-05,9.361310126,9.25034383,9.326115501,9.33139515,-0.570489511,-0.602812168,-0.586664695,-0.592794361,0.999715516,0.999829218,0.999782962,0.999807395,0.033151793,0.042223432,0.04050534,0.034271767,147.8290598,148.6265432,147.7181009,144.7374631,6.924656908,7.003247054,6.986589252,6.987780763,1555.600409,1905.264851,1843.015488,1950.258508,705.4257433,804.3941449,773.4415576,800.7784913
61,1,4,A199,0.001247886,0.001302918,0.001140117,0.001154396,979.3185484,807.8888889,859.2249071,927.4375,-0.085790136,0.032758272,0.024358715,-0.052732897,5.839338774,5.724647393,5.803114106,5.865088767,9.91E-05,0.000119507,0.000107956,9.63E-05,9.729378216,9.651697239,9.85163957,9.816565942,-0.448267347,-0.453713585,-0.425096789,-0.433289407,0.998188358,0.998264238,0.99754644,0.99780547,0.048914482,0.045235849,0.043715007,0.036791943,73.92741935,74.50762527,74.57434944,72.88104839,6.613681926,6.631437516,6.73167598,6.67459046,824.5632804,862.6115976,902.1292305,834.524157,450.9704572,417.6251216,440.3385344,440.4904142
61,2,4,A199,0.000667815,0.000695131,0.00067123,0.000696045,986.5970443,1002.355042,993.0660287,976.3080214,-0.001017548,0.017843605,-0.001705456,0.030331216,5.962349335,5.957680459,5.958778474,5.955504892,8.64E-05,8.94E-05,8.73E-05,8.67E-05,10.66773365,10.6039218,10.66866269,10.5893742,-0.322701187,-0.336247379,-0.321434233,-0.335057041,0.991719076,0.993097233,0.991560863,0.992928384,0.039796889,0.034421929,0.044226309,0.04682932,76.13990148,75.53361345,75.17129187,73.54652406,6.859777627,6.909256729,6.846060786,6.87832443,984.591265,1038.776181,989.6845347,1037.385803,492.7970773,510.2828058,495.6876409,503.4234562
61,3,4,A199,0.000543041,0.000586083,0.000553875,0.000555116,1207.077311,1312.476592,1222.86,1303.914336,0.144929773,0.086756922,0.162806141,0.143067208,6.114535877,6.160119936,6.098178123,6.153819199,6.75E-05,6.43E-05,7.08E-05,6.64E-05,10.95031002,10.82422695,10.91105855,10.90609222,-0.365816283,-0.38728257,-0.374598597,-0.383222862,0.996279123,0.997234365,0.99672274,0.997154,0.036716622,0.02843114,0.039955712,0.038453808,153.6420168,153.42603,152.7643478,151.7342657,7.188963607,7.215302723,7.228134998,7.251886812,1616.263445,1561.843779,1698.470555,1739.298266,705.8351889,718.5800928,730.3326388,760.8031505
61,4,4,A199,0.024793388,0.023809524,0.02173913,0.023809524,347.1818182,613.7619048,789.9130435,682.7619048,0.261951194,-0.148155297,-0.412618996,-0.151787559,3.754441846,4.106603137,4.262692391,3.820888851,0.000876808,0.000609056,0.000529005,0.000779124,5.368522528,5.392317423,5.523561956,5.392317423,-0.829752543,-0.841297953,-0.878583748,-0.826345031,0.999752975,0.999801245,0.999912867,0.999748042,0.03201753,0.06279325,0.006778513,0.050910446,46.90909091,41.66666667,47.73913043,46.95238095,3.879664005,4.201841232,4.142914673,4.070656113,593.6280992,455.3650794,328.4536862,502.8072562,235.2024793,267.281746,279.5916824,296.3922902
61,5,4,A199,0.000151752,0.000152215,0.000152933,0.000152427,1060.885813,1089.278829,1057.81898,1083.61217,0.108650919,0.082982171,0.112034129,0.089716696,6.080451486,6.098882402,6.078786915,6.096960447,7.01E-05,6.88E-05,7.08E-05,6.88E-05,12.99048629,12.98216987,12.98360109,12.99021126,-0.037419116,-0.038134319,-0.038740675,-0.037752492,0.625019036,0.629529047,0.633451455,0.627197895,0.037942444,0.036077569,0.036976568,0.036844532,103.9001074,103.5855749,104.0364173,104.3040017,7.217017817,7.198146459,7.219775754,7.205208888,1319.518981,1286.419427,1324.747772,1297.211832,595.1011987,593.924564,595.6416878,595.2060005
62,1,4,A199,0.002800919,0.002620236,0.002713464,0.003013364,139.1384181,149.7579251,144.4005376,127.0498442,0.10010647,0.100657502,-0.00392414,0.083863933,4.546254386,4.54887968,4.602583123,4.457106817,0.000546478,0.000513591,0.000468787,0.000569674,8.681044172,8.787744582,8.746613634,8.576995141,-0.261647576,-0.252766425,-0.233727972,-0.259332235,0.962654667,0.959863205,0.949325601,0.960395888,0.113125238,0.095415444,0.111693907,0.099007504,31.06497175,31.29682997,29.70698925,29.93457944,5.534765888,5.610508126,5.475166639,5.41620707,170.0946487,183.280768,143.2716716,150.3103619,77.3082667,83.25967328,71.9180523,69.34005153
62,2,4,A199,0.017531045,0.01375,0.012790006,0.017689906,315.2972973,284.275,361.6585366,460.5483871,0.130731959,-0.175553835,0.084010089,-0.123874918,4.260279974,4.462814895,4.275490347,4.260332601,0.000682896,0.000531526,0.000651704,0.000653366,5.912156068,6.221928095,6.308771517,5.857422117,-0.757954525,-0.683007899,-0.729900199,-0.774210402,0.999632473,0.999212216,0.99964522,0.999694055,0.083248299,0.09759458,0.04276107,0.071237179,35.02702703,30.325,38.04878049,38.48387097,4.540402352,4.503055907,4.832923346,4.389364859,410.1344047,199.369375,427.9976205,359.0239334,181.3579255,120.9110938,197.4140393,204.8930801
62,3,4,A199,0.024943311,0.02173913,0.019970414,0.026315789,387.0952381,537.5652174,461.0384615,608.7368421,0.212140792,0.10857408,0.092342214,-0.095592781,3.975418018,4.055958152,4.257756064,3.93213804,0.000808725,0.000748838,0.000647519,0.000793613,5.344698375,5.523561956,5.66197818,5.247927513,-0.883017063,-0.826803947,-0.871567291,-0.858273294,0.999893084,0.999792099,0.999920471,0.999812762,0.090843386,0.026096994,0.083814238,0.032676327,52.33333333,53.91304348,53.80769231,53.26315789,4.201841232,4.349648913,4.469670487,4.037401198,595.5555556,668.5141777,554.8476331,502.5096953,245.6626984,301.5198488,253.9715237,277.8116343
62,4,4,A199,0.000190027,0.000187919,0.000190333,0.000189379,1087.694214,1103.487002,1107.67237,1122.355395,0.091795785,0.082422747,0.077132386,0.06486811,6.08602372,6.097087883,6.104702937,6.109789461,6.99E-05,6.92E-05,6.96E-05,6.89E-05,12.62792124,12.63388954,12.62470731,12.63098705,-0.095322122,-0.095711301,-0.096383197,-0.095617535,0.847034588,0.848034947,0.849424918,0.847770077,0.035880415,0.033760495,0.036260522,0.034712272,117.0401611,116.8108443,117.0278626,117.0589411,7.199668904,7.196658505,7.19162378,7.185369726,1307.56931,1301.731737,1292.828748,1278.066206,598.815881,601.3046846,600.1252795,600.1054002
62,5,4,A199,0.000200968,0.000202221,0.000201057,0.000202993,777.6390123,771.8371094,778.5544465,793.3269305,0.217001625,0.21941683,0.214323809,0.189078278,5.855958118,5.85230223,5.857835503,5.870159864,8.65E-05,8.65E-05,8.59E-05,8.50E-05,12.67030762,12.66029068,12.6716826,12.65290676,-0.053194178,-0.053707443,-0.052580347,-0.052577836,0.706843344,0.709067092,0.703947576,0.703571989,0.046265915,0.0468836,0.045513334,0.044174289,128.6072864,128.739826,128.9408548,129.1268317,7.141276768,7.139995195,7.141027422,7.116028003,1208.671654,1205.753849,1203.316597,1163.278519,496.5776665,494.3977397,495.467761,489.1513623
62,6,4,A199,0.000204658,0.000206923,0.000207002,0.000208912,1141.274434,1164.817718,1123.953422,1137.075021,0.118205806,0.119756199,0.14223469,0.138431668,6.123287225,6.136711174,6.113873585,6.117973947,6.51E-05,6.51E-05,6.63E-05,6.67E-05,12.49841347,12.48657689,12.48173503,12.47884303,-0.133120295,-0.138748876,-0.13676041,-0.138943923,0.91201501,0.919012472,0.916490591,0.919152506,0.035350157,0.037190487,0.033706288,0.038368836,144.1713328,142.8159606,143.9759543,144.2173391,7.256359651,7.275267816,7.286028815,7.286692347,1447.253462,1481.762051,1496.701456,1502.471905,647.1319739,661.6449425,655.1637196,659.8867317
62,7,4,A199,0.0128125,0.013504155,0.011037068,0.013038549,707.075,540.6578947,589.4693878,830.5714286,-0.0554584,0.185801613,0.047266568,-0.169003139,4.771928095,4.438588369,4.701344793,4.621733423,0.000313284,0.000456923,0.000380121,0.000415228,6.296928095,6.221611724,6.533077191,6.297079328,-0.820137857,-0.831269393,-0.758831953,-0.804490305,0.999921095,0.999928331,0.999830307,0.999895679,0.053163344,0.053406513,0.081276563,0.066067095,61.675,53.28947368,59.79591837,60.9047619,5.053055907,5.037401198,5.078696324,5.201841232,632.769375,787.416205,647.9583507,590.4195011,334.9610938,332.0185249,309.3569346,355.2477324
62,8,4,A199,0.002342697,0.002786895,0.002455381,0.002505669,1844.327354,4049.792553,2524.04186,2144.6,0.757734023,0.25476363,0.676904723,0.724665521,6.055810708,6.121331092,6.117236746,6.013274999,6.00E-05,5.80E-05,5.79E-05,6.24E-05,8.756056851,8.506716511,8.692378896,8.661864565,-0.721636968,-0.713039105,-0.726167524,-0.725292448,0.999974549,0.99995971,0.999975173,0.99997381,0.042016516,0.018207903,0.040222548,0.048258081,136.3004484,111.4734043,131.7162791,134.5428571,6.957052073,6.808637623,6.955153345,6.911186189,13381.31332,6818.685463,13100.0916,13433.5434,3806.410168,2717.119504,3906.033364,3894.53585
62,9,4,A199,0.0625,0.097222222,0.045454545,0.071428571,903.75,541.1666667,868.8181818,529.5714286,-0.366988088,0.030818596,-0.028594631,-0.225367743,3,2.584962501,3.459431619,2.521640636,0.001252868,0.001710743,0.000878243,0.001897631,4,3.418295834,4.459431619,3.807354922,-0.933333333,-0.868883724,-0.833546346,-0.918868983,0.999543955,0.997377072,0.999146469,0.999226522,0.00540427,0.172068663,0.051893439,0.011020368,46.5,41.5,65.18181818,57.28571429,3,2.584962501,3.459431619,2.807354922,418.5,575.5833333,820.5123967,334.7755102,330.5625,279.1875,422.3326446,216.0867347
62,10,4,A199,0.000290056,0.000285379,0.000284166,0.00028704,852.7555556,886.5393185,877.297699,886.8892184,0.063415171,0.033114287,0.040485077,0.034681773,5.912862026,5.940454705,5.934084863,5.938434259,9.20E-05,8.82E-05,8.94E-05,9.00E-05,11.99566669,12.00279255,12.02511728,12.0042134,-0.11224178,-0.111813885,-0.108156926,-0.112041123,0.871690749,0.871011605,0.864377854,0.871458124,0.040338061,0.04348113,0.040950077,0.040173421,75.23621399,75.04303189,75.41091427,75.16797289,6.953100215,6.930024624,6.944125636,6.927592382,968.2339149,947.2644217,951.3298259,950.6171992,455.2473676,458.4509351,457.1568812,459.3766044
62,11,4,A199,0.000513009,0.000520503,0.000508309,0.000543767,1102.678516,1140.3126,1129.501878,1131.39404,0.126508964,0.120185152,0.117201736,0.158868094,6.04949983,6.057895787,6.072874316,6.060363428,7.54E-05,7.38E-05,7.05E-05,7.33E-05,11.04227564,11.01076007,11.05797715,10.95418052,-0.330958432,-0.340241328,-0.330005303,-0.353324531,0.993712549,0.994509234,0.993656172,0.995445819,0.040107297,0.034116931,0.038653646,0.031221791,112.3493045,113.523126,113.5815177,112.8642384,7.147726396,7.166128831,7.157619593,7.196127105,1422.083551,1451.852336,1429.410898,1558.776271,631.1905167,648.0412339,639.7281941,672.5425776
62,12,4,A199,0.029411765,0.0703125,0.035714286,0.038461538,521.8235294,514.375,500,541.4615385,0.075883706,-0.093415262,0.218787367,0.022408111,3.852168724,3,3.4677201,3.700439718,0.00079108,0.001488889,0.001182766,0.000847863,5.087462841,3.875,4.807354922,4.700439718,-0.848521756,-0.916938105,-0.93043453,-0.910882521,0.999722833,0.999292711,0.99988344,0.99980751,0.022204439,0.198319952,0.03016537,0.019843635,46.64705882,35.375,41.28571429,57.15384615,3.852168724,3,3.664497779,3.39274741,607.5224913,426.484375,780.0612245,566.2840237,282.3365052,235.2148438,320.0153061,276.9363905
62,13,4,A199,0.000206602,0.000210644,0.000204853,0.000207478,1051.020388,1062.717431,1075.866165,1068.396626,0.068138315,0.055989863,0.037398382,0.05439402,6.066799333,6.075169431,6.084157443,6.077561646,7.20E-05,7.05E-05,7.02E-05,7.06E-05,12.49545385,12.47580048,12.49530588,12.49510693,-0.095131538,-0.097086637,-0.093490782,-0.095573033,0.844360035,0.848538856,0.84046637,0.845384387,0.035983252,0.038645714,0.035964019,0.037221583,95.02920512,94.49502174,95.35379357,95.20757848,7.13236646,7.123424418,7.107424375,7.124266877,1204.722938,1188.778372,1159.463894,1191.311219,563.9358317,562.8739508,558.8325148,564.9269612
62,14,4,A199,0.001298897,0.001406388,0.001286168,0.001410568,709.9495146,632.9235955,746.4971429,821.5204301,0.022671491,0.07469333,0.01831743,-0.110050546,5.684729875,5.571607669,5.703363366,5.746280513,0.000127461,0.000153086,0.000131776,0.000118616,9.702508476,9.548774138,9.727337488,9.578228143,-0.382282762,-0.397456322,-0.376557472,-0.40380029,0.994888117,0.995605684,0.994499436,0.996062862,0.045004374,0.055844467,0.055099016,0.050308753,55.95728155,55.74606742,54.94666667,56.24731183,6.540355748,6.452399891,6.55426473,6.463721474,742.8874955,735.1063048,774.3552508,658.6291594,363.2092525,342.0074751,380.2130984,370.0373974
62,15,4,A199,0.002020707,0.002283517,0.002119632,0.002193254,764.6397059,744.1976744,786.0610687,924.0314961,-0.026953621,0.104174273,0.084890618,-0.018995683,5.597448398,5.632311875,5.569739428,5.722558356,0.00013717,0.000129538,0.000151363,0.000118414,8.988198135,8.865453455,8.922735979,8.879413476,-0.51474461,-0.547567042,-0.544140607,-0.546112979,0.999014863,0.999374766,0.99936554,0.999365992,0.033572635,0.026684908,0.043616206,0.044950308,64.07352941,69.5,66.96946565,68.49606299,6.457526171,6.459911223,6.475131864,6.449400252,724.5019464,917.2810078,931.899831,889.5806932,372.2854131,415.3696705,429.4902249,453.4030473
63,1,4,A199,0.00017551,0.000179163,0.000176748,0.000176686,818.1589567,820.2709874,823.3494121,821.5996204,0.192646846,0.18402754,0.185791131,0.18682704,5.896229473,5.896957464,5.900991526,5.897703787,9.05E-05,9.06E-05,8.99E-05,9.06E-05,12.84883233,12.83213757,12.84485146,12.84268512,-0.027539107,-0.028432348,-0.027690305,-0.027953884,0.549068263,0.556184494,0.550265339,0.5524243,0.045664929,0.045371275,0.046339342,0.045746443,106.8482803,107.3725009,107.0305745,107.1894956,7.147737815,7.137331903,7.141011131,7.142749823,1208.609509,1190.264975,1199.103162,1199.125761,506.6921164,502.6339905,505.6131436,505.1813455
63,2,4,A199,0.000755221,0.000688705,0.000746007,0.000704805,650.8962025,639.1940545,652.1472995,636.394015,0.004260814,0.018995188,-0.005275097,0.026443881,5.686982477,5.67713304,5.672531814,5.675069006,0.000124288,0.000125273,0.0001272,0.000124075,10.56345292,10.65650913,10.57920409,10.64100494,-0.231164928,-0.222654676,-0.229568266,-0.222465441,0.967870413,0.964751311,0.967294992,0.964519604,0.045920213,0.047044908,0.045945919,0.050983651,53.00590717,54.07927333,52.96399345,53.38819618,6.557505116,6.605950338,6.557578609,6.608921908,656.4666318,663.947473,645.3031225,670.9656795,326.8407086,325.7853819,324.3626055,326.8399236
63,3,4,A199,0.000143225,0.000141866,0.000142891,0.000142373,1010.627977,1082.535271,1037.192887,1046.887734,0.230963937,0.178604678,0.210143514,0.203103421,6.046397899,6.095298104,6.065658062,6.071373026,7.12E-05,6.74E-05,6.97E-05,6.94E-05,13.07145611,13.08499267,13.07789211,13.08389217,-0.045564716,-0.04398085,-0.044709762,-0.043986642,0.675550107,0.666934125,0.670919761,0.666946502,0.039107751,0.036371334,0.040323852,0.037979606,112.9209761,112.6855438,113.1049372,113.2266096,7.354327453,7.323877799,7.341380868,7.339685822,1617.670031,1553.309472,1589.088988,1580.524057,657.0745019,658.9611859,656.5704688,656.8529479
63,4,4,A199,0.000186485,0.000192695,0.000187795,0.000187259,1098.720925,1099.37972,1095.084295,1142.521254,0.067558945,0.050381345,0.06126124,0.031045467,6.100828433,6.100754172,6.096855422,6.127169689,6.95E-05,6.89E-05,6.97E-05,6.72E-05,12.66442313,12.6150575,12.64905738,12.65547455,-0.083409417,-0.087594969,-0.083775473,-0.085299756,0.817248289,0.827732228,0.817999469,0.822308237,0.039592236,0.037259415,0.035995161,0.035629794,104.5437072,104.358042,104.5709001,104.5571795,7.174325823,7.145800521,7.15721154,7.149486105,1257.934049,1216.033344,1238.012712,1215.734402,589.1637436,578.8532662,583.2742519,589.563914
63,5,4,A199,0.000194925,0.000190199,0.000190975,0.000193536,1068.095866,1154.920038,1134.700636,1122.821457,0.133424024,0.075669535,0.083006906,0.094102349,6.077745552,6.130314806,6.122868315,6.113479989,7.17E-05,6.74E-05,6.71E-05,6.85E-05,12.57638713,12.59507188,12.59337771,12.58097261,-0.098368498,-0.097361668,-0.096621302,-0.098318571,0.853095434,0.851153085,0.849447495,0.853060267,0.035376242,0.03486384,0.036320949,0.034282998,95.73100775,95.22906237,95.79896634,95.51401121,7.235200978,7.207594917,7.207618673,7.213985218,1396.998703,1344.013151,1340.128549,1356.093145,616.2736421,624.7332972,618.7072963,619.7286505
63,6,4,A199,0.000182254,0.000179291,0.000177044,0.000179466,891.5784655,926.1403424,912.9837394,928.0057064,0.188767122,0.157245584,0.177796745,0.160991117,5.95481318,5.982257969,5.973692125,5.982970186,8.18E-05,7.90E-05,7.98E-05,7.92E-05,12.77821241,12.79077475,12.81313287,12.79210471,-0.058547262,-0.056787227,-0.055137388,-0.057426261,0.73301188,0.725595282,0.718614645,0.728429087,0.040281662,0.039990037,0.040509015,0.039398012,124.8705365,125.3407537,124.0615539,124.184298,7.206365574,7.186709259,7.206757319,7.191118595,1306.504206,1271.748686,1307.838749,1284.141804,549.5206679,549.4722572,555.2056221,553.0368776
63,7,4,A199,0.000166165,0.00016512,0.00016598,0.000166302,940.0304749,971.8964097,973.101524,1005.504818,0.168019355,0.139745774,0.135632612,0.100765351,5.995418773,6.018632586,6.016675131,6.042151739,7.13E-05,6.98E-05,7.01E-05,6.81E-05,12.95312317,12.96054177,12.95362102,12.94851409,-0.040429125,-0.03928507,-0.039697692,-0.038726788,0.64345217,0.636472481,0.638931184,0.632706967,0.041076944,0.039434308,0.038293971,0.039200144,165.8969593,165.7767557,165.8092393,166.6050189,7.214672804,7.1974125,7.193168539,7.167256558,1319.710736,1287.659848,1278.490884,1230.852108,564.9353026,564.8890645,562.8981019,559.0892313
63,8,4,A199,0.000149278,0.000148946,0.000147912,0.000148881,1118.447966,1135.430655,1133.72169,1158.419535,0.074507231,0.060374069,0.06437408,0.043287188,6.117400762,6.126246076,6.12747956,6.144098859,6.73E-05,6.62E-05,6.60E-05,6.49E-05,13.03161092,13.03432428,13.04349147,13.02945395,-0.040189738,-0.039761525,-0.038858373,-0.040870577,0.643447348,0.640839128,0.635317708,0.647582897,0.035018181,0.03490376,0.035931885,0.037196743,121.2620949,121.2541496,121.4582431,121.3519505,7.209173658,7.199796215,7.20444017,7.190329728,1298.530326,1281.340995,1289.729106,1263.246655,604.2445729,604.1929126,605.862699,605.4165475
63,9,4,A199,0.000164429,0.000165612,0.000159833,0.000164048,1170.404599,1209.431634,1222.263158,1280.001151,0.227187192,0.197464772,0.199627689,0.161846513,6.144058226,6.167952017,6.174105964,6.205448518,6.19E-05,6.06E-05,5.99E-05,5.83E-05,12.8498643,12.83022276,12.88468625,12.84267231,-0.111937437,-0.113755262,-0.108280574,-0.114310188,0.884356667,0.887257596,0.878194547,0.888392503,0.036726636,0.033782478,0.036069896,0.031274606,164.2164393,163.2892369,162.7676723,163.6619459,7.441997899,7.417968217,7.429778213,7.408041293,1858.542613,1804.595893,1831.973331,1774.33477,757.236803,753.5068818,763.5591221,763.5839802
63,10,4,A199,0.000630721,0.000705636,0.000619647,0.000653911,1050.721422,1118.252128,1062.307331,1070.162427,0.064371006,0.040239501,0.087395515,0.059357045,6.001388771,6.046573404,6.014261233,6.001220227,7.86E-05,7.69E-05,7.83E-05,7.70E-05,10.73216081,10.57289607,10.75940505,10.68546869,-0.335901463,-0.366120433,-0.343419082,-0.345969547,0.993411713,0.995613878,0.994207691,0.994260485,0.042170327,0.045625477,0.035944875,0.04034446,80.68299712,83.31808511,84.19078947,81.50684932,6.994988944,6.986994936,7.019223483,6.967011549,1195.300086,1212.021162,1265.77093,1205.222556,561.5053768,582.5683225,582.0195653,568.8462456
63,11,4,A199,0.000225753,0.000232149,0.000228055,0.000229223,976.2583564,1002.736139,1009.04394,1009.955731,0.020613174,-0.003079724,-0.019163264,-0.01128697,6.010650658,6.027904818,6.035335794,6.032835475,7.81E-05,7.65E-05,7.59E-05,7.62E-05,12.3506479,12.31119425,12.33425792,12.33265558,-0.087662538,-0.093830263,-0.08867969,-0.090246833,0.823234699,0.83809661,0.825610056,0.829612902,0.036814349,0.03634759,0.039120058,0.032959368,85.99153408,85.37945657,85.44971985,85.86123118,7.010750505,6.995296084,6.975041611,6.984889395,1017.353015,996.5788021,971.0979585,987.4115079,498.402843,499.8287354,495.0354746,499.3418097
63,12,4,A199,0.000193049,0.000191327,0.000189892,0.000189432,622.8842743,663.6139612,679.7928495,678.1188466,0.33858417,0.28665402,0.275105396,0.273560909,5.698643509,5.744023225,5.760055522,5.760130533,0.00010161,9.70E-05,9.60E-05,9.49E-05,12.74557598,12.75142028,12.76828684,12.76513252,-0.03330293,-0.029750963,-0.028946716,-0.0284095,0.59208538,0.565344452,0.559222575,0.554794936,0.05292562,0.049863655,0.050088517,0.049036046,129.3154983,129.7767325,129.5019821,129.7467785,7.188581399,7.149552193,7.150430426,7.145094507,1260.603379,1196.952945,1195.770427,1188.847993,470.8719132,465.1417265,468.8908192,466.74171
63,13,4,A199,0.000151523,0.00015151,0.000149316,0.000148371,1091.715163,1154.172186,1142.828499,1145.722011,0.161295989,0.111592269,0.121762889,0.121368067,6.100736468,6.141224269,6.131314675,6.135491145,6.54E-05,6.26E-05,6.36E-05,6.30E-05,13.01547038,13.01380721,13.04303335,13.04153186,-0.058258356,-0.058069918,-0.05422232,-0.054479912,0.736245056,0.735403369,0.718755867,0.719918422,0.038630563,0.037655575,0.034747024,0.03588326,129.3364225,129.3599142,129.2384102,129.0859129,7.310604939,7.27930057,7.28901584,7.289777082,1511.623198,1444.121694,1459.722643,1462.246054,650.8345902,649.57347,650.6377855,651.9920161
64,1,4,A199,0.000195853,0.000195682,0.000195555,0.000198139,829.4915081,856.2601631,833.6770296,829.4870968,0.16749958,0.143011358,0.164483246,0.165222966,5.903716224,5.924756974,5.906729833,5.904306619,8.64E-05,8.43E-05,8.64E-05,8.65E-05,12.65485835,12.65701981,12.66121367,12.64480595,-0.052866861,-0.052741353,-0.05212882,-0.053795934,0.704990205,0.70443358,0.701573206,0.709181724,0.042665182,0.04370733,0.042833931,0.043608194,106.9766313,107.044894,106.8250472,107.2059355,7.118629137,7.105854275,7.117013674,7.115736372,1163.279878,1142.039746,1161.919171,1157.83901,498.1928465,499.5749774,498.8990502,496.8315267
64,2,4,A199,0.003789262,0.003942671,0.003898194,0.003789916,554.5878378,753.5109489,568.0212766,657.5874126,-0.040300462,-0.202212609,0.037991062,0.006774164,5.279763039,5.481147234,5.295669992,5.324949596,0.000206265,0.000160108,0.000214666,0.000197667,8.087831744,8.017740112,8.040260572,8.075955253,-0.577140348,-0.612832506,-0.588157461,-0.610134656,0.999292637,0.999580817,0.999383715,0.999583423,0.036765877,0.05890776,0.061954655,0.054382211,51.72297297,53.62773723,48.74468085,55.20979021,5.834472204,5.969795404,5.963043753,6.085991005,511.619202,500.0293036,612.8851667,666.5573867,266.55176,313.3850631,295.2266108,331.0361998
64,3,4,A199,0.00017438,0.000175088,0.000173275,0.000173625,1011.466916,1024.650711,1016.938644,1031.894029,0.043795085,0.02982045,0.043850257,0.030701378,6.045509448,6.05262712,6.047649189,6.061151894,7.38E-05,7.33E-05,7.38E-05,7.22E-05,12.77716597,12.77123401,12.77975709,12.78152511,-0.043603227,-0.043934048,-0.044222133,-0.044069232,0.658950559,0.660726844,0.662525161,0.661692392,0.038868104,0.036548988,0.036676192,0.038646248,97.18500862,96.7313981,97.00679176,96.99084131,7.086216635,7.074827583,7.089671021,7.07934117,1104.119189,1087.640175,1110.214873,1097.262054,528.8965262,528.0727215,531.7883792,532.2890209
